"Siren";"Siret";"Raison sociale";"Nature établissement";"Adresse normée ligne 1";"Adresse normée ligne 2";"Adresse normée ligne 3";"Adresse normée ligne 4";"Adresse normée ligne 5";"Adresse normée ligne 6";"Code commune";"Ville";"Code postal";"Département";"Code département";"Région";"Code région";"Forme juridique";"Libellé activité";"Code activité";"Métier";"Date de création";"Civilité dirigeant principal";"Nom dirigeant principal";"Prénom dirigeant principal";"Fonction dirigeant principal";"Tranche Effectif INSEE";"Tranche Effectif établissement";"Mot-clé 1";"Mot-clé 2";"Mot-clé 3";"Mot-clé 4";"Mot-clé 5";"Mot-clé 6";"Mot-clé 7";"Mot-clé 8";"Mot-clé 9";"Mot-clé 10";"Capital social";"Entreprise exportatrice";"CA réalisé à l'export";"Part du CA réalisé à l'export";"Téléphone";"Fax";"Nom de marque 1";"Classes de marque 1";"Nom de marque 2";"Classes de marque 2";"Nom de marque 3";"Classes de marque 3";"Nom de marque 4";"Classes de marque 4";"Nom de marque 5";"Classes de marque 5";"E-Commerce";"Site Web";"Facebook";"Twitter";"LinkedIn";"Email";"Score";"Type de procédure";"Date d'entrée en procédure";"Chiffre d'affaires"
"340510692";"34051069200031";"CORAIL VOYAGES";"établissement";"CORAIL VOYAGES";"";"";"99 AV JEAN JAURES";"";"84700 SORGUES";"84129";"SORGUES";"84700";"VAUCLUSE";"84";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/1987";"Mme";"BLANC";"Anne-Marie";"Président";"10 à 19";"3 à 5";"";"";"";"";"";"";"";"";"";"";"35825";"OUI";"483278";"41.958 %";"0490833879";"";"CORAIL VOYAGES";"[00, 39, 41, 43]";"";"";"";"";"";"";"";"";"";"http://www.corailvoyages.fr/";"";"";"";"groupes@corailvoyages.fr";"16";"";"";"1151810"
"340510692";"34051069200049";"CORAIL VOYAGES";"siège";"CORAIL VOYAGES";"";"CAVAILLON";"219 CRS BOURNISSAC";"";"84300 CAVAILLON";"84035";"CAVAILLON";"84300";"VAUCLUSE";"84";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/1987";"Mme";"BLANC";"Anne-Marie";"Président";"10 à 19";"6 à 9";"";"";"";"";"";"";"";"";"";"";"35825";"OUI";"483278";"41.958 %";"0490712624";"";"CORAIL VOYAGES";"[00, 39, 41, 43]";"";"";"";"";"";"";"";"";"";"http://www.corailvoyages.fr/";"";"";"";"societes@corailvoyages.fr";"16";"";"";"1151810"
"340510692";"34051069200056";"CORAIL VOYAGES";"établissement";"CORAIL VOYAGES";"";"";"23 RUE DE LA REPUBLIQUE";"";"84100 ORANGE";"84087";"ORANGE";"84100";"VAUCLUSE";"84";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/1987";"Mme";"BLANC";"Anne-Marie";"Président";"10 à 19";"3 à 5";"";"";"";"";"";"";"";"";"";"";"35825";"OUI";"483278";"41.958 %";"0490347485";"";"CORAIL VOYAGES";"[00, 39, 41, 43]";"";"";"";"";"";"";"";"";"";"http://www.corailvoyages.fr/";"";"";"";"";"16";"";"";"1151810"
"340627371";"34062737100057";"KTS TOURISME ET VOYAGE";"siège";"KTS TOURISME ET VOYAGE";"AYA VOYAGES";"";"49 RUE DES MATHURINS";"";"75008 PARIS 8";"75108";"PARIS 8";"75008";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/1987";"Mme";"KORBAN RENEE";"";"Gérant";"20 à 49";"3 à 5";"acheteur";"annulation";"bagages";"billet";"brochure";"circuits";"conseillers";"convocation";"iles";"licence";"167693";"NON";"";"";"0142686804";"";"AYA DESIRS D'ORIENT ET D'AILLEURS…";"[00, 16, 35, 39, 43]";"";"";"";"";"";"";"";"";"";"http://www.ayavoyage.fr/";"http://www.facebook.com/pages/Aya-dÃ©sirs-dorient/174867625868239";"";"";"direction@ktsvoyages.fr";"12";"";"";"1072587"
"340627371";"34062737100073";"KTS TOURISME ET VOYAGE";"établissement";"KTS TOURISME ET VOYAGE";"AYA VOYAGES";"";"39 RUE DU RANELAGH";"";"75016 PARIS 16";"75116";"PARIS 16";"75016";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/1987";"Mme";"KORBAN RENEE";"";"Gérant";"20 à 49";"";"acheteur";"annulation";"bagages";"billet";"brochure";"circuits";"conseillers";"convocation";"iles";"licence";"167693";"NON";"";"";"";"";"AYA DESIRS D'ORIENT ET D'AILLEURS…";"[00, 16, 35, 39, 43]";"";"";"";"";"";"";"";"";"";"http://www.ayavoyage.fr/";"http://www.facebook.com/pages/Aya-dÃ©sirs-dorient/174867625868239";"";"";"";"12";"";"";"1072587"
"340776244";"34077624400048";"LAFAYETTE TRAVEL";"siège";"LAFAYETTE TRAVEL";"";"";"8 RUE SAINT AUGUSTIN";"";"75002 PARIS 2";"75102";"PARIS 2";"75002";"PARIS";"75";"ILE-DE-FRANCE";"11";"Autre SA à conseil d'administration";"Activités des agences de voyage";"7911Z";"Agence de voyage";"04/1987";"M.";"Gailliard";"François Gilbert Raymond";"Président du conseil d'administration";"10 à 19";"10 à 19";"abbaye";"assistance";"champagne";"destination";"football";"gala";"green";"local";"meeting";"palace";"161441";"NON";"";"";"0155047979";"";"SPORT BY LA FAYETTE";"[35, 39, 41]";"";"";"";"";"";"";"";"";"";"http://www.lafayette-travel.com/";"http://www.facebook.com/pages/Lafayette-Group/691377214228092";"";"";"";"8";"";"";"1540006"
"342368750";"34236875000028";"GERARD PONS VOYAGES";"siège";"GERARD PONS VOYAGES";"";"";"55 AV DE LA LIBERATION";"";"33110 LE BOUSCAT";"33069";"LE BOUSCAT";"33110";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"10 à 19";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"0556420292";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342368750";"34236875000036";"GERARD PONS VOYAGES";"établissement";"GERARD PONS VOYAGES";"";"";"47 AV DE LA LIBERATION";"";"33110 LE BOUSCAT";"33069";"LE BOUSCAT";"33110";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"0556426354";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342368750";"34236875000051";"GERARD PONS VOYAGES";"établissement";"GERARD PONS VOYAGES";"LINEA VOYAGES";"";"91 BD DE STRASBOURG";"";"76600 LE HAVRE";"76351";"LE HAVRE";"76600";"SEINE-MARITIME";"76";"NORMANDIE";"28";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342368750";"34236875000069";"GERARD PONS VOYAGES";"établissement";"GERARD PONS VOYAGES";"LINEA VOYAGES";"";"64 RUE SALA";"";"69002 LYON 2EME";"69382";"LYON 2EME";"69002";"RHONE";"69";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342368750";"34236875000085";"GERARD PONS VOYAGES";"établissement";"GERARD PONS VOYAGES";"LINEA VOYAGES";"";"3 PL GRASLIN";"";"44000 NANTES";"44109";"NANTES";"44000";"LOIRE-ATLANTIQUE";"44";"PAYS DE LA LOIRE";"52";"Société par actions simplifiée (SAS)";"Autres services de réservation et activités connexes";"7990Z";"Autres services de réservation liés au voyage, Guide touristique, Services d'assistance aux touristes, Activité de promotion du tourisme, Office de tourisme, syndicat d'initiative";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342368750";"34236875000093";"GERARD PONS VOYAGES";"établissement";"GERARD PONS VOYAGES";"LINEA VOYAGES";"";"18 CRS DE VINCENNES";"";"75012 PARIS 12";"75112";"PARIS 12";"75012";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342368750";"34236875000101";"GERARD PONS VOYAGES";"établissement";"GERARD PONS VOYAGES";"LINEA VOYAGES";"";"4 RUE DU CHATEAU TROMPETTE";"";"33000 BORDEAUX";"33063";"BORDEAUX";"33000";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342368750";"34236875000119";"GERARD PONS VOYAGES";"établissement";"GERARD PONS VOYAGES";"";"42 RUE DE LA REPUBLIQUE";"15 RUE SAINT CANNAT";"";"13001 MARSEILLE 1";"13201";"MARSEILLE 1";"13001";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342368750";"34236875000127";"GERARD PONS VOYAGES";"établissement";"GERARD PONS VOYAGES";"LINEA VOYAGES";"AU LIEUDIT BOULEVARD DE STRASBOURG";"36 PL DE L HOTEL DE VILLE";"";"76600 LE HAVRE";"76351";"LE HAVRE";"76600";"SEINE-MARITIME";"76";"NORMANDIE";"28";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/1987";"M.";"PONS";"Rémy";"Président";"10 à 19";"";"transport";"grec";"renseignement";"formulaire";"baltique";"fjord";"navire";"lettre";"inscrire";"golf";"85440";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"gerardponsagence.fr";"";"";"";"";"18";"";"";"5473711"
"342650470";"34265047000053";"SAS DEL SOL VOYAGES";"siège";"SAS DEL SOL VOYAGES";"";"";"5 RUE ANTONIN DELZERS";"";"82100 CASTELSARRASIN";"82033";"CASTELSARRASIN";"82100";"TARN-ET-GARONNE";"82";"OCCITANIE";"76";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1987";"";"";"";"";"1 ou 2";"1 ou 2";"";"";"";"";"";"";"";"";"";"";"21952";"OUI";"132231";"12.099 %";"0563950125";"";"CANGO";"[00, 39, 43]";"UCANGO";"[00, 39, 43]";"";"";"";"";"";"";"Oui";"http://www.ucango.fr/";"";"";"";"agence@delsolvoyages.fr";"18";"";"";"1092939"
"342706082";"34270608200035";"PHOCEENS VOYAGES";"établissement";"PHOCEENS VOYAGES";"";"";"8 PL GENERAL DE GAULLE";"";"06600 ANTIBES";"06004";"ANTIBES";"06600";"ALPES-MARITIMES";"06";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1987";"M.";"MEYNARD";"Frédéric Dominique Joseph";"Président";"20 à 49";"1 ou 2";"agences";"ambassade";"annulation";"associations";"assurances";"atouts";"auberge";"bateau";"brochures";"carnaval";"325000";"NON";"-144030";"-3.402 %";"0953134245";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.phoceens-voyages.fr/";"http://www.facebook.com/Phoceens-Voyages-Tour-Operator-221409917886318";"";"";"";"17";"";"";"4233853"
"342706082";"34270608200050";"PHOCEENS VOYAGES";"établissement";"PHOCEENS VOYAGES";"PHOCEENS VOYAGES";"";"23 BD CARNOT";"";"06400 CANNES";"06029";"CANNES";"06400";"ALPES-MARITIMES";"06";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1987";"M.";"MEYNARD";"Frédéric Dominique Joseph";"Président";"20 à 49";"3 à 5";"agences";"ambassade";"annulation";"associations";"assurances";"atouts";"auberge";"bateau";"brochures";"carnaval";"325000";"NON";"-144030";"-3.402 %";"0953134087";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.phoceens-voyages.fr/";"http://www.facebook.com/Phoceens-Voyages-Tour-Operator-221409917886318";"";"";"";"17";"";"";"4233853"
"342706082";"34270608200076";"PHOCEENS VOYAGES";"établissement";"PHOCEENS VOYAGES";"";"";"27 AV DE VERDUN";"";"06500 MENTON";"06083";"MENTON";"06500";"ALPES-MARITIMES";"06";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1987";"M.";"MEYNARD";"Frédéric Dominique Joseph";"Président";"20 à 49";"1 ou 2";"agences";"ambassade";"annulation";"associations";"assurances";"atouts";"auberge";"bateau";"brochures";"carnaval";"325000";"NON";"-144030";"-3.402 %";"0953134173";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.phoceens-voyages.fr/";"http://www.facebook.com/Phoceens-Voyages-Tour-Operator-221409917886318";"";"";"";"17";"";"";"4233853"
"342706082";"34270608200084";"PHOCEENS VOYAGES";"siège";"PHOCEENS VOYAGES";"";"11";"11 AV JEAN MEDECIN";"";"06000 NICE";"06088";"NICE";"06000";"ALPES-MARITIMES";"06";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1987";"M.";"MEYNARD";"Frédéric Dominique Joseph";"Président";"20 à 49";"3 à 5";"agences";"ambassade";"annulation";"associations";"assurances";"atouts";"auberge";"bateau";"brochures";"carnaval";"325000";"NON";"-144030";"-3.402 %";"0497036000";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.phoceens-voyages.fr/";"http://www.facebook.com/Phoceens-Voyages-Tour-Operator-221409917886318";"";"";"";"17";"";"";"4233853"
"342706082";"34270608200100";"PHOCEENS VOYAGES";"établissement";"PHOCEENS VOYAGES";"PHOCEENS VOYAGES";"";"570 RUE PARADIS";"";"13008 MARSEILLE 8";"13208";"MARSEILLE 8";"13008";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/1987";"M.";"MEYNARD";"Frédéric Dominique Joseph";"Président";"20 à 49";"1 ou 2";"agences";"ambassade";"annulation";"associations";"assurances";"atouts";"auberge";"bateau";"brochures";"carnaval";"325000";"NON";"-144030";"-3.402 %";"0491365390";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.phoceens-voyages.fr/";"http://www.facebook.com/Phoceens-Voyages-Tour-Operator-221409917886318";"";"";"";"17";"";"";"4233853"
"342767928";"34276792800027";"ACTION SEJOURS";"siège";"ACTION SEJOURS";"";"";"13 RUE ROSENWALD";"";"75015 PARIS 15";"75115";"PARIS 15";"75015";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"10/1987";"M.";"Perot";"Nicolas";"Gérant";"10 à 19";"10 à 19";"adolescent";"adulte";"basket";"cirque";"colonie";"enfant";"football";"forts";"golf";"hiver";"400000";"OUI";"387100";"4.857 %";"0145309191";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.action-sejours.com/";"http://www.facebook.com/actionsejours";"http://www.twitter.com/ActionSejours";"";"";"15";"";"";"7969800"
"342892056";"34289205600017";"CHASSAGNE VOYAGES SARL";"siège";"CHASSAGNE VOYAGES SARL";"";"";"35 AV LAMARTINE";"";"33120 ARCACHON";"33009";"ARCACHON";"33120";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"11/1987";"Mme";"DE SAINT ROMAIN";"Martine";"Gérant";"3 à 5";"3 à 5";"organisation";"séminaire";"voyager";"congrès";"agencer";"building";"mesurer";"destination";"individuel";"impatient";"7622";"NON";"";"";"0556835499";"";"";"";"";"";"";"";"";"";"";"";"";"chassagneorganisation.fr";"";"";"";"chassagne@selectourafat.com";"16";"";"";"1194187"
"343437141";"34343714100033";"SELF VOYAGES";"établissement";"SELF VOYAGES";"";"";"12 BD VICTOR HUGO";"";"34000 MONTPELLIER";"34172";"MONTPELLIER";"34000";"HERAULT";"34";"OCCITANIE";"76";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/1988";"M.";"RINGEVAL";"Jean-Marie";"Gérant";"6 à 9";"Unités non employeuses";"";"";"";"";"";"";"";"";"";"";"38112";"OUI";"173604";"6.431 %";"0467583634";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.selfvoyages.fr/";"";"";"";"selfvoyages@wanadoo.fr";"18";"";"";"2699325"
"343437141";"34343714100074";"SELF VOYAGES";"siège";"SELF VOYAGES";"";"QUAI DES ENTREPRISES";"11 QUAI COUSTELLET";"";"84660 MAUBEC";"84071";"MAUBEC";"84660";"VAUCLUSE";"84";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/1988";"M.";"RINGEVAL";"Jean-Marie";"Gérant";"6 à 9";"6 à 9";"";"";"";"";"";"";"";"";"";"";"38112";"OUI";"173604";"6.431 %";"0432521111";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.selfvoyages.fr/";"";"";"";"amelie.selfvoyages@orange.fr";"18";"";"";"2699325"
"343611257";"34361125700035";"EURO MOSELLE LOISIRS";"établissement";"EURO MOSELLE LOISIRS";"";"";"CENTRE COMMERCIAL AUCHAN";"";"57280 SEMECOURT";"57645";"SEMECOURT";"57280";"MOSELLE";"57";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"3 à 5";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0387511914";"";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"";"18";"";"";"5957629"
"343611257";"34361125700043";"EURO MOSELLE LOISIRS";"établissement";"EURO MOSELLE LOISIRS";"";"CTRE COMMERCIAL GERIC";"4 RUE DU MAILLET";"";"57100 THIONVILLE";"57672";"THIONVILLE";"57100";"MOSELLE";"57";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"6 à 9";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0382596405";"0382348411";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"";"18";"";"";"5957629"
"343611257";"34361125700050";"EURO MOSELLE LOISIRS";"établissement";"EURO MOSELLE LOISIRS";"";"";"8 PL DUROC";"";"54700 PONT-À-MOUSSON";"54431";"PONT-À-MOUSSON";"54700";"MEURTHE-ET-MOSELLE";"54";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"1 ou 2";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0383840969";"0383814879";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"";"18";"";"";"5957629"
"343611257";"34361125700076";"EURO MOSELLE LOISIRS";"établissement";"EURO MOSELLE LOISIRS";"";"";"34 RUE DE L ANCIEN HOPITAL";"";"57100 THIONVILLE";"57672";"THIONVILLE";"57100";"MOSELLE";"57";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"1 ou 2";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0382532626";"0382531936";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"";"18";"";"";"5957629"
"343611257";"34361125700084";"EURO MOSELLE LOISIRS";"siège";"EURO MOSELLE LOISIRS";"";"ZAC DE SAINTE AGATHE";"RUE PILATRE DE ROZIER";"";"57190 FLORANGE";"57221";"FLORANGE";"57190";"MOSELLE";"57";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"50 à 99";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0382590054";"";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"metzaustrasie@euromoselleloisirs.fr";"18";"";"";"5957629"
"343611257";"34361125700100";"EURO MOSELLE LOISIRS";"établissement";"EURO MOSELLE LOISIRS";"EURO MOSELLE LOISIRS";"";"8 RUE DE LA REPUBLIQUE";"";"57320 BOUZONVILLE";"57106";"BOUZONVILLE";"57320";"MOSELLE";"57";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"1 ou 2";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0387786658";"";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"";"18";"";"";"5957629"
"343611257";"34361125700118";"EURO MOSELLE LOISIRS";"établissement";"EURO MOSELLE LOISIRS";"";"";"2 RUE DU GRAND CERF";"";"57000 METZ";"57463";"METZ";"57000";"MOSELLE";"57";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"3 à 5";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0387184434";"0387364554";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"";"18";"";"";"5957629"
"343611257";"34361125700134";"EURO MOSELLE LOISIRS";"établissement";"EURO MOSELLE LOISIRS";"";"";"28 RUE DU MARECHAL FOCH";"";"54190 VILLERUPT";"54580";"VILLERUPT";"54190";"MEURTHE-ET-MOSELLE";"54";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"1 ou 2";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0382263334";"0382263335";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"";"18";"";"";"5957629"
"343611257";"34361125700142";"EURO MOSELLE LOISIRS";"établissement";"EURO MOSELLE LOISIRS";"";"CENTRE COMMERCIAL FAMECK";"AV FRANCOIS MITTERAND";"";"57290 FAMECK";"57206";"FAMECK";"57290";"MOSELLE";"57";"GRAND EST";"44";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1988";"M.";"MAIER";"Eric Rêné";"Président";"50 à 99";"3 à 5";"euro";"loisir";"agence";"circuit";"envier";"brochure";"pers";"autocar";"agencer";"domicile";"418000";"OUI";"3071915";"51.563 %";"0382340136";"";"travel lib";"[39]";"autotrip";"[35, 39]";"garantie sérénité intégrale";"[39]";"garantie sérénité";"[39]";"";"";"";"euromoselleloisirs.fr";"https://www.facebook.com/euromoselleloisirs";"https://twitter.com/EMLoisirs";"";"fameck@euromoselleloisirs.fr";"18";"";"";"5957629"
